tahun,bulan,nilai,berat
1999,January,1772000000,4521000000
1999,February,1809000000,5445000000
1999,March,1976000000,4641000000
1999,April,2122000000,4478000000
1999,May,1959000000,4989000000
1999,June,1896000000,4729000000
1999,July,2007000000,5952000000
1999,August,2044000000,5651000000
1999,September,2155000000,6408000000
1999,October,2048000000,5270000000
1999,November,2060000000,4748000000
1999,December,2155000000,5408000000
